	Set.01	Set.02	Set.03	Set.04	Set.05	Set.06	Set.07	Set.08	Set.09.Distal	Set.09.Proximal	Set.10
UBE3C	0	0	0	1	0	0	0	0	0	0	0
UBE4B	0	0	0	0	0	1	0	0	0	0	0
UBLCP1	0	0	0	1	0	0	0	0	0	0	0
UBQLNL	0	0	0	0	0	0	0	0	0	0	0
UBR2	0	0	0	0	0	0	0	0	0	0	0
UBR5	0	0	0	1	0	0	1	0	0	0	0
UGT2B4	0	0	0	0	0	0	0	0	0	0	1
UGT2B7	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	0	0	0	0	0	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0	0	0	1	0	0
UHRF1BP1L	0	0	0	0	0	0	0	0	0	0	0
ULK1	0	0	0	1	0	0	0	0	0	0	0
URB2	0	0	0	0	0	0	0	0	0	0	0
USH2A	0	0	0	0	0	0	0	0	0	0	0
USHBP1	0	0	0	1	0	0	0	0	0	0	0
USP10	0	0	0	0	0	0	0	0	0	0	0
USP20	0	0	0	0	0	0	0	0	0	0	0
USP22	0	0	0	1	0	0	0	0	0	0	0
USP28	0	0	0	0	0	0	0	0	0	0	0
USP30	0	0	0	0	0	0	0	0	0	0	0
USP35	0	0	0	0	0	0	0	0	0	0	0
USP40	0	1	0	0	0	0	0	0	0	0	0
USP47	0	0	0	0	0	0	0	0	0	0	0
USP6	0	0	0	0	0	0	0	0	0	0	1
UST	0	0	0	0	0	0	0	0	0	0	0
UTRN	0	0	0	0	0	0	0	0	0	0	0
VAV1	0	0	0	1	0	0	0	0	0	0	0
VAV3	0	0	0	0	0	0	0	0	0	0	0
VCAM1	0	0	0	0	0	0	0	1	0	0	0
VCL	0	0	0	1	0	0	0	0	0	0	0
VDR	1	0	0	0	0	0	0	0	0	0	0
VEPH1	0	0	1	0	0	0	0	0	0	0	0
VGLL4	0	0	0	1	0	0	0	0	0	0	0
VNN2	0	1	0	0	0	0	1	0	0	0	0
VPS13A	0	0	0	1	0	0	0	0	0	0	0
VPS13B	0	0	0	1	0	0	0	0	0	0	0
VPS8	0	0	0	0	0	0	0	0	1	0	0
VRK2	0	0	0	0	0	0	0	0	0	0	0
VRK3	0	1	0	0	0	0	0	0	0	0	0
VSTM4	0	0	0	0	0	0	0	0	0	0	0
VWA3B	0	0	0	1	0	0	0	0	0	0	0
VWA5B1	0	0	0	1	0	0	0	0	0	0	0
VWA5B2	0	0	0	0	0	0	0	0	1	0	0
VWA8	0	0	0	0	0	0	0	0	0	0	0
WASL	0	0	0	0	0	0	0	0	0	0	0
WDFY1	0	0	0	1	0	0	0	0	0	0	0
WDFY3	0	0	0	1	0	0	0	0	0	0	0
WDFY4	0	0	0	0	0	0	0	0	0	0	0
WDR16	0	0	0	0	0	0	0	0	0	0	0
WDR18	0	0	0	1	0	0	0	0	0	0	0
WDR24	0	0	0	0	0	0	0	0	0	0	0
WDR33	0	0	0	1	0	0	0	0	0	0	0
WDR35	0	0	0	0	0	0	0	0	0	0	0
WDR38	0	0	0	0	0	0	0	0	0	0	0
WDR49	0	0	0	0	0	0	0	0	0	0	0
WDR52	0	0	0	0	0	0	0	0	0	0	1
WDR55	0	0	0	0	0	0	0	0	0	0	0
WDR60	0	0	0	1	0	0	0	0	0	0	0
WDR62	0	0	0	1	0	0	0	0	0	0	0
WDR72	0	0	0	0	0	0	0	0	0	0	1
WDR76	0	0	0	1	0	0	0	0	0	0	0
WDR77	0	0	0	0	0	0	0	0	0	0	0
WDR87	0	0	0	1	0	0	0	0	0	0	0
WDR96	0	0	0	1	0	0	0	0	0	0	0
WHSC1	0	0	0	1	0	0	0	0	0	0	0
WIPF2	0	0	0	0	0	0	0	0	0	0	0
WNK1	0	0	0	0	0	0	0	0	0	0	0
WNK2	0	0	0	0	0	0	0	0	0	0	0
WNT3A	0	0	0	0	1	0	0	0	0	0	0
WNT7B	0	0	1	0	0	0	0	0	0	0	0
WNT8A	0	0	0	0	0	0	0	0	0	0	0
WRNIP1	0	0	0	0	0	0	0	0	0	0	0
WTAP	0	0	0	1	0	0	0	0	0	0	0
WWOX	0	0	1	0	0	0	0	0	0	0	0
WWP2	0	0	0	1	0	0	0	0	0	0	0
XKR5	0	0	0	0	0	0	0	0	0	0	1
XRN1	0	0	0	1	0	0	0	0	0	0	0
XYLT1	0	0	0	0	0	0	0	0	0	0	1
YARS2	0	0	0	0	0	0	0	0	0	0	0
YTHDF1	0	0	0	1	0	0	0	0	0	0	0
ZBED4	0	0	0	0	0	0	0	0	0	0	0
ZBTB16	0	0	0	0	0	0	0	0	0	0	1
ZBTB7B	0	0	1	0	0	0	0	0	0	0	0
ZC3H12D	0	0	0	1	0	0	0	0	0	0	0
ZC3H18	0	0	0	1	0	0	0	0	0	0	0
ZCCHC8	0	0	0	0	0	0	0	0	0	0	0
ZCWPW1	0	0	0	0	0	0	0	0	1	0	0
ZDBF2	1	0	0	0	0	0	0	0	0	0	0
ZDHHC18	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	0	0	0	1	0	0	0	0	0	0	0
ZFAND5	0	0	0	0	0	0	1	0	0	0	0
ZFHX2	0	0	0	0	0	0	0	0	0	0	0
ZFHX3	0	0	0	0	0	0	0	0	1	0	0
ZFHX4	0	0	0	1	0	0	0	0	0	0	0
ZFR	0	0	0	0	0	0	0	0	0	0	0
ZFR2	0	0	0	1	0	0	0	0	0	0	0
ZFYVE16	0	0	0	1	0	0	0	0	0	0	0
ZGLP1	0	0	0	0	0	0	0	0	0	0	0
ZGRF1	0	0	0	1	0	0	0	0	0	0	0
ZMYM1	0	0	0	1	0	0	0	0	0	0	0
ZMYND15	0	0	0	0	0	0	0	0	0	0	0
ZNF101	0	0	0	1	0	0	0	0	0	0	0
ZNF106	0	1	0	0	0	0	0	0	0	0	0
ZNF124	0	0	0	0	0	0	0	0	0	0	0
ZNF177	0	1	0	0	0	0	0	0	0	0	0
ZNF205	1	0	0	0	0	0	0	0	0	0	0
ZNF217	0	0	0	1	0	0	0	0	0	0	0
ZNF219	0	0	0	1	0	0	0	0	0	0	0
ZNF223	0	0	0	0	1	0	0	0	0	0	0
ZNF229	0	0	0	0	0	0	0	0	0	0	0
ZNF232	0	0	0	1	0	0	0	0	0	0	0
ZNF233	0	0	0	1	0	0	0	0	0	0	0
ZNF236	0	0	0	0	0	0	1	0	0	0	0
ZNF267	0	0	0	0	0	0	0	0	0	0	0
ZNF282	0	0	0	1	0	0	0	0	0	0	0
ZNF292	0	0	0	0	0	1	0	0	0	0	0
ZNF30	0	0	0	0	0	0	0	0	0	0	1
ZNF302	0	0	0	0	0	0	1	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0
ZNF318	0	0	0	1	0	0	0	0	0	0	0
ZNF324B	0	0	0	1	0	0	0	0	0	0	0
ZNF347	0	0	0	1	0	0	0	0	0	0	0
ZNF385D	0	0	0	1	0	0	0	0	0	0	0
ZNF394	0	0	0	0	0	0	0	0	0	0	0
ZNF408	0	0	0	1	0	0	0	0	0	0	0
ZNF410	0	0	0	1	0	0	0	0	0	0	0
ZNF423	0	0	0	1	0	0	0	0	0	0	0
ZNF442	0	0	1	0	0	0	0	0	0	0	0
ZNF445	0	0	0	1	0	0	0	0	0	0	0
ZNF461	0	0	0	1	0	0	0	0	0	0	0
ZNF462	0	0	0	1	0	0	0	0	0	0	0
ZNF467	0	0	0	0	0	0	0	0	0	0	0
ZNF469	0	0	0	1	0	0	0	0	0	0	0
ZNF479	0	0	0	0	0	0	0	0	0	0	0
ZNF48	0	0	0	1	0	0	0	0	0	0	0
ZNF507	0	0	0	0	0	0	0	0	0	0	0
ZNF521	0	0	0	1	0	0	0	0	0	0	0
ZNF532	0	0	0	0	0	0	0	0	0	0	0
ZNF534	0	0	1	0	0	0	0	0	0	0	0
ZNF541	0	0	0	1	0	0	0	0	0	0	0
ZNF556	0	1	0	0	0	0	0	0	0	0	0
ZNF562	0	0	0	1	0	0	0	0	0	0	0
ZNF568	0	0	0	0	0	0	0	0	0	0	0
ZNF569	0	0	0	0	0	0	0	0	0	0	1
ZNF573	0	0	0	0	0	0	0	0	0	0	1
ZNF585A	0	0	0	0	0	0	0	0	0	0	0
ZNF606	0	0	0	0	0	0	0	0	0	0	0
ZNF618	0	0	0	1	0	0	0	0	0	0	0
ZNF652	0	0	0	0	0	0	0	0	0	0	0
ZNF653	0	0	0	1	0	0	0	0	0	0	0
ZNF655	0	0	0	0	0	0	0	0	0	0	0
ZNF665	0	0	0	0	0	0	0	0	0	0	0
ZNF667	0	0	0	1	0	0	0	0	0	0	0
ZNF668	0	0	0	1	0	0	0	0	0	0	0
ZNF670	0	1	0	0	0	0	0	0	0	0	0
ZNF675	0	0	0	0	0	0	0	0	0	0	0
ZNF676	0	0	0	0	0	0	1	0	0	0	0
ZNF677	0	0	0	0	0	0	0	1	0	0	0
ZNF727P	0	0	0	0	0	0	0	0	0	0	0
ZNF729	0	0	0	0	0	0	0	0	0	0	1
ZNF766	0	0	0	0	0	0	0	0	0	0	0
ZNF772	0	0	0	1	0	0	0	0	0	0	0
ZNF777	0	0	0	0	0	0	0	0	1	0	0
ZNF781	0	0	0	0	0	0	0	0	0	0	0
ZNF782	0	0	0	0	0	0	0	0	0	0	0
ZNF793	0	0	0	1	0	0	0	0	0	0	0
ZNF804A	0	0	0	0	0	0	0	0	0	0	1
ZNF804B	0	0	0	0	0	0	0	0	0	0	0
ZNF813	0	0	0	0	1	0	0	0	0	0	0
ZNF831	0	0	0	0	0	0	0	0	0	0	0
ZNF835	0	1	0	0	0	0	1	0	0	0	0
ZNF836	0	0	0	0	0	0	0	0	1	0	0
ZNF839	0	0	0	1	0	0	0	0	0	0	0
ZNF846	0	0	0	0	0	1	0	0	0	0	0
ZNF850	0	0	0	0	0	0	0	0	0	0	0
ZNF862	0	0	0	1	0	0	0	0	0	0	0
ZNF865	0	0	0	0	0	0	0	0	0	0	0
ZNF880	0	0	0	0	0	0	0	0	0	0	0
ZNF883	0	0	0	0	0	0	0	0	0	0	0
ZNF99	0	0	0	0	0	0	0	0	0	0	0
ZNRF1	0	0	0	0	0	0	0	0	1	0	0
ZNRF3	0	0	0	1	0	0	0	0	0	0	0
ZNRF4	0	0	0	0	0	0	0	0	0	0	0
ZP4	0	0	0	0	0	0	0	0	0	0	1
ZSCAN10	0	0	1	0	0	0	0	0	1	0	0
ZSCAN4	0	0	0	1	0	0	0	0	0	0	0
CCNE1_gain	0	0	0	0	0	0	0	0	0	0	0
CDKN2A_loss	0	0	1	0	0	0	0	1	0	1	0
CDKN2B_loss	0	0	1	0	0	0	0	1	0	1	0
EGFR_gain	1	0	1	0	0	0	1	1	1	1	1
ERBB2_gain	0	0	0	0	0	0	0	0	0	0	0
FGFR3_gain	0	0	0	0	0	0	0	0	0	0	0
MDM2_gain	0	0	0	0	0	0	0	0	0	0	0
BAP1_loss	0	0	0	0	1	0	0	0	0	1	0
CDKN1B_loss	0	0	0	0	0	0	0	0	0	0	0
IGF1R_gain	0	0	0	0	0	0	0	1	0	0	0
PTEN_loss	1	0	1	0	0	1	0	1	0	0	1
AURKA_gain	1	0	1	0	1	1	1	1	1	1	1
CCND2_gain	0	0	0	0	1	0	0	0	0	0	0
CCND3_gain	0	0	0	0	0	0	0	0	1	1	0
CDK4_gain	0	0	0	0	1	0	0	0	0	0	0
CDK6_gain	1	0	1	0	0	0	0	0	1	1	1
MDM4_gain	0	1	0	0	1	0	0	0	0	0	0
MET_gain	1	0	1	0	0	0	0	0	1	0	0
FGFR1_gain	0	0	1	0	0	0	0	0	0	0	0
STK11_loss	1	0	0	0	0	0	0	0	1	0	0
FBXW7_loss	1	0	1	0	0	0	0	0	1	1	1
